respondent_id,department,position,years_of_service,it_skill_level,usage_frequency,main_services,inquiry_count,overall_satisfaction,response_speed,technical_competence,explanation_clarity,service_politeness,system_stability,security_measures,new_system_support,response_speed_importance,technical_competence_importance,explanation_clarity_importance,service_politeness_importance,most_improvement_needed,additional_services,future_relationship,overall_satisfaction_std,overall_satisfaction_rescaled,response_speed_std,response_speed_rescaled,technical_competence_std,technical_competence_rescaled,explanation_clarity_std,explanation_clarity_rescaled,service_politeness_std,service_politeness_rescaled,system_stability_std,system_stability_rescaled,security_measures_std,security_measures_rescaled,new_system_support_std,new_system_support_rescaled,response_speed_importance_std,response_speed_importance_rescaled,technical_competence_importance_std,technical_competence_importance_rescaled,explanation_clarity_importance_std,explanation_clarity_importance_rescaled,service_politeness_importance_std,service_politeness_importance_rescaled
R0001,人事部,役員,3-5年,基本的,月1回程度,"新システム導入支援,ネットワーク関連,セキュリティ関連",1-2回,3.0,1.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,2.0,4.0,3.0,対応スピード,"セルフサービス機能,研修・講習会",現状維持,0.28233196244734393,3.282331962447344,-1.7837265466977708,1.2162734533022292,-0.6281158601145825,2.3718841398854176,-0.8513471858278382,2.148652814172162,-1.6728499754312975,1.3271500245687025,1.0904995136125413,4.090499513612541,1.1720618252056239,4.172061825205624,-0.6431785227994836,2.3568214772005165,-2.0108936946522538,0.48910630534774624,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-0.22441433155683418,2.2755856684431657
R0002,その他,課長・部長,1年未満,中級,月1回程度,"ネットワーク関連,PC・機器設定",6-10回,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,システム安定性,"セルフサービス機能,リモート支援",より自立的な利用,-0.9634429309252729,2.036557069074727,-0.617264934386998,2.382735065613002,1.3141562839322116,4.314156283932212,0.06154317005984389,3.061543170059844,-0.7216169521203323,2.2783830478796676,1.0904995136125413,4.090499513612541,-0.7123959439622882,2.2876040560377118,-0.6431785227994836,2.3568214772005165,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,0.9504606983583578,3.450460698358358
R0003,管理部,一般職,10年以上,専門的,月1回程度,"セキュリティ関連,PC・機器設定",11回以上,4.0,2.0,4.0,4.0,2.0,3.0,5.0,3.0,1.0,2.0,4.0,4.0,説明方法,"研修・講習会,FAQ充実",より自立的な利用,1.5281068558199609,4.528106855819961,-0.617264934386998,2.382735065613002,0.3430202119088146,3.3430202119088146,0.974433525947526,3.974433525947526,-0.7216169521203323,2.2783830478796676,0.0,3.0,1.1720618252056239,4.172061825205624,0.43687597775059284,3.436875977750593,-2.0108936946522538,0.48910630534774624,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,0.9504606983583578,3.450460698358358
R0004,その他,役員,1年未満,初心者,年数回,新システム導入支援,0回,3.0,3.0,5.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,対応スピード,"FAQ充実,研修・講習会",より自立的な利用,0.28233196244734393,3.282331962447344,0.5491966779237746,3.5491966779237747,1.3141562839322116,4.314156283932212,0.06154317005984389,3.061543170059844,-1.6728499754312975,1.3271500245687025,-1.0904995136125413,1.9095004863874587,-0.7123959439622882,2.2876040560377118,0.43687597775059284,3.436875977750593,-0.5905005293820109,1.909499470617989,-1.5663021342385979,0.9336978657614021,-0.3521960491306813,2.1478039508693185,0.9504606983583578,3.450460698358358
R0005,その他,役員,3-5年,上級,月1回程度,PC・機器設定,6-10回,4.0,2.0,4.0,4.0,3.0,3.0,3.755813953488372,3.0,2.0,2.0,4.0,2.0,対応スピード,リモート支援,現状維持,1.5281068558199609,4.528106855819961,-0.617264934386998,2.382735065613002,0.3430202119088146,3.3430202119088146,0.974433525947526,3.974433525947526,0.2296160711906331,3.229616071190633,0.0,3.0,-0.0002462056139492918,2.999753794386051,0.43687597775059284,3.436875977750593,-0.5905005293820109,1.909499470617989,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-1.3992893614720263,1.1007106385279737
R0006,製造部,主任・係長,1-3年,初心者,年数回,"システム障害対応,新システム導入支援,ヘルプデスク",3-5回,2.765957446808511,2.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,4.0,4.0,その他,セルフサービス機能,その他,-0.009232374299438463,2.9907676257005615,-0.617264934386998,2.382735065613002,1.3141562839322116,4.314156283932212,0.06154317005984389,3.061543170059844,0.2296160711906331,3.229616071190633,-1.0904995136125413,1.9095004863874587,-0.7123959439622882,2.2876040560377118,-1.72323302334956,1.27676697665044,-2.0108936946522538,0.48910630534774624,-1.5663021342385979,0.9336978657614021,0.901621885774544,3.401621885774544,0.9504606983583578,3.450460698358358
R0007,管理部,一般職,5-10年,上級,月1回程度,ネットワーク関連,6-10回,2.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,その他,"研修・講習会,FAQ充実",より自立的な利用,-0.9634429309252729,2.036557069074727,2.8821199025453197,5.88211990254532,0.3430202119088146,3.3430202119088146,0.06154317005984389,3.061543170059844,1.1808490945015984,4.180849094501598,0.0,3.0,-0.7123959439622882,2.2876040560377118,-0.6431785227994836,2.3568214772005165,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,-0.3521960491306813,2.1478039508693185,-0.22441433155683418,2.2755856684431657
R0008,管理部,役員,3-5年,初心者,週1回程度,新システム導入支援,11回以上,3.0,2.0,5.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,4.0,3.0,その他,FAQ充実,より自立的な利用,0.28233196244734393,3.282331962447344,-0.617264934386998,2.382735065613002,1.3141562839322116,4.314156283932212,0.06154317005984389,3.061543170059844,-1.6728499754312975,1.3271500245687025,0.0,3.0,0.22983294062166787,3.2298329406216677,-0.6431785227994836,2.3568214772005165,-2.0108936946522538,0.48910630534774624,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-0.22441433155683418,2.2755856684431657
R0009,管理部,課長・部長,1年未満,専門的,月1回程度,システム障害対応,0回,2.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,システム安定性,"研修・講習会,セルフサービス機能",現状維持,-0.9634429309252729,2.036557069074727,1.7156582902345472,4.715658290234547,-0.6281158601145825,2.3718841398854176,0.974433525947526,3.974433525947526,-1.6728499754312975,1.3271500245687025,-1.0904995136125413,1.9095004863874587,-1.6546248285462442,1.3453751714537558,-0.6431785227994836,2.3568214772005165,-0.5905005293820109,1.909499470617989,0.13370871877646562,2.6337087187764654,-0.3521960491306813,2.1478039508693185,-0.22441433155683418,2.2755856684431657
R0010,その他,課長・部長,5-10年,上級,年数回,"セキュリティ関連,ネットワーク関連,システム障害対応",0回,3.0,4.0,3.7127659574468086,1.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,2.0,その他,"セルフサービス機能,FAQ充実",より密接な連携,0.28233196244734393,3.282331962447344,1.7156582902345472,4.715658290234547,0.06407687207230699,3.064076872072307,-1.7642375417155203,1.2357624582844797,-0.7216169521203323,2.2783830478796676,-1.0904995136125413,1.9095004863874587,-0.7123959439622882,2.2876040560377118,2.5969849788507458,5.596984978850745,-0.5905005293820109,1.909499470617989,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-1.3992893614720263,1.1007106385279737
R0011,人事部,主任・係長,1年未満,中級,週2-3回,"PC・機器設定,セキュリティ関連,新システム導入支援",11回以上,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,対応スピード,"研修・講習会,セルフサービス機能",より密接な連携,0.28233196244734393,3.282331962447344,-1.7837265466977708,1.2162734533022292,-0.6281158601145825,2.3718841398854176,0.974433525947526,3.974433525947526,0.2296160711906331,3.229616071190633,0.0,3.0,-1.6546248285462442,1.3453751714537558,0.43687597775059284,3.436875977750593,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,-1.6060139840359067,0.8939860159640933,-0.22441433155683418,2.2755856684431657
R0012,管理部,役員,1年未満,初心者,月1回程度,システム障害対応,11回以上,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,4.0,その他,セルフサービス機能,その他,0.28233196244734393,3.282331962447344,0.5491966779237746,3.5491966779237747,-0.6281158601145825,2.3718841398854176,0.06154317005984389,3.061543170059844,1.1808490945015984,4.180849094501598,0.0,3.0,1.1720618252056239,4.172061825205624,0.43687597775059284,3.436875977750593,-0.5905005293820109,1.909499470617989,0.13370871877646562,2.6337087187764654,-1.6060139840359067,0.8939860159640933,0.9504606983583578,3.450460698358358
R0013,その他,一般職,1-3年,初心者,週2-3回,新システム導入支援,3-5回,2.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,3.0,技術力向上,セルフサービス機能,その他,-0.9634429309252729,2.036557069074727,-0.617264934386998,2.382735065613002,0.3430202119088146,3.3430202119088146,0.06154317005984389,3.061543170059844,1.1808490945015984,4.180849094501598,-1.0904995136125413,1.9095004863874587,1.1720618252056239,4.172061825205624,1.5169304783006692,4.516930478300669,2.2502858011584745,4.7502858011584745,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-0.22441433155683418,2.2755856684431657
R0014,製造部,課長・部長,5-10年,上級,週1回程度,"セキュリティ関連,ヘルプデスク",0回,3.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,その他,研修・講習会,より自立的な利用,0.28233196244734393,3.282331962447344,-0.617264934386998,2.382735065613002,1.3141562839322116,4.314156283932212,0.974433525947526,3.974433525947526,1.1808490945015984,4.180849094501598,-1.0904995136125413,1.9095004863874587,-0.7123959439622882,2.2876040560377118,1.5169304783006692,4.516930478300669,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,0.9504606983583578,3.450460698358358
R0015,人事部,役員,5-10年,中級,ほぼ毎日,"PC・機器設定,ネットワーク関連,ヘルプデスク",6-10回,2.0,3.0,5.0,4.0,2.7032967032967035,3.0,4.0,2.0,3.0,2.0,4.0,2.0,システム安定性,"研修・講習会,FAQ充実",現状維持,-0.9634429309252729,2.036557069074727,0.5491966779237746,3.5491966779237747,1.3141562839322116,4.314156283932212,0.974433525947526,3.974433525947526,-0.05261790275877403,2.947382097241226,0.0,3.0,0.22983294062166787,3.2298329406216677,-0.6431785227994836,2.3568214772005165,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-1.3992893614720263,1.1007106385279737
R0016,製造部,役員,1-3年,中級,週1回程度,"新システム導入支援,セキュリティ関連",1-2回,3.0,2.0,4.0,2.0,4.0,5.0,3.755813953488372,2.0,2.0,1.0,3.0,3.0,技術力向上,リモート支援,より自立的な利用,0.28233196244734393,3.282331962447344,-0.617264934386998,2.382735065613002,0.3430202119088146,3.3430202119088146,-0.8513471858278382,2.148652814172162,1.1808490945015984,4.180849094501598,2.1809990272250825,5.1809990272250825,-0.0002462056139492918,2.999753794386051,-0.6431785227994836,2.3568214772005165,-0.5905005293820109,1.909499470617989,-1.5663021342385979,0.9336978657614021,-0.3521960491306813,2.1478039508693185,-0.22441433155683418,2.2755856684431657
R0017,人事部,主任・係長,3-5年,専門的,月1回程度,"新システム導入支援,PC・機器設定",1-2回,3.0,2.0,3.0,4.0,2.7032967032967035,2.0,5.0,3.0,3.0,1.0,1.0,4.0,対応スピード,"リモート支援,FAQ充実",その他,0.28233196244734393,3.282331962447344,-0.617264934386998,2.382735065613002,-0.6281158601145825,2.3718841398854176,0.974433525947526,3.974433525947526,-0.05261790275877403,2.947382097241226,-1.0904995136125413,1.9095004863874587,1.1720618252056239,4.172061825205624,0.43687597775059284,3.436875977750593,0.8298926358882318,3.329892635888232,-1.5663021342385979,0.9336978657614021,-2.859831918941132,-0.35983191894113187,0.9504606983583578,3.450460698358358
R0018,その他,課長・部長,1年未満,中級,週2-3回,"新システム導入支援,セキュリティ関連",11回以上,3.0,2.0,5.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,対応スピード,セルフサービス機能,現状維持,0.28233196244734393,3.282331962447344,-0.617264934386998,2.382735065613002,1.3141562839322116,4.314156283932212,-0.8513471858278382,2.148652814172162,0.2296160711906331,3.229616071190633,0.0,3.0,0.22983294062166787,3.2298329406216677,-0.6431785227994836,2.3568214772005165,0.8298926358882318,3.329892635888232,-1.5663021342385979,0.9336978657614021,-0.3521960491306813,2.1478039508693185,-0.22441433155683418,2.2755856684431657
R0019,営業部,課長・部長,10年以上,中級,週2-3回,"PC・機器設定,新システム導入支援,セキュリティ関連",3-5回,5.0,2.0,2.0,5.0,1.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,説明方法,FAQ充実,現状維持,2.7738817491925776,5.773881749192578,-0.617264934386998,2.382735065613002,-1.5992519321379797,1.4007480678620203,1.887323881835208,4.887323881835208,-1.6728499754312975,1.3271500245687025,0.0,3.0,1.1720618252056239,4.172061825205624,-1.72323302334956,1.27676697665044,-0.5905005293820109,1.909499470617989,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-1.3992893614720263,1.1007106385279737
R0020,人事部,一般職,1年未満,中級,年数回,"セキュリティ関連,新システム導入支援,システム障害対応",1-2回,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,技術力向上,"FAQ充実,リモート支援",その他,-0.9634429309252729,2.036557069074727,-0.617264934386998,2.382735065613002,0.3430202119088146,3.3430202119088146,-0.8513471858278382,2.148652814172162,0.2296160711906331,3.229616071190633,-1.0904995136125413,1.9095004863874587,-0.7123959439622882,2.2876040560377118,0.43687597775059284,3.436875977750593,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,-0.3521960491306813,2.1478039508693185,-0.22441433155683418,2.2755856684431657
R0021,製造部,課長・部長,1年未満,基本的,週2-3回,"セキュリティ関連,ヘルプデスク,システム障害対応",0回,4.0,3.0,3.7127659574468086,3.0,3.0,1.0,3.755813953488372,3.0,3.0,2.0,3.0,4.0,説明方法,FAQ充実,より密接な連携,1.5281068558199609,4.528106855819961,0.5491966779237746,3.5491966779237747,0.06407687207230699,3.064076872072307,0.06154317005984389,3.061543170059844,0.2296160711906331,3.229616071190633,-2.1809990272250825,0.8190009727749175,-0.0002462056139492918,2.999753794386051,0.43687597775059284,3.436875977750593,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,-0.3521960491306813,2.1478039508693185,0.9504606983583578,3.450460698358358
R0022,その他,一般職,3-5年,専門的,年数回,"ヘルプデスク,ネットワーク関連,PC・機器設定",11回以上,1.0,3.0,4.0,2.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,技術力向上,"リモート支援,研修・講習会",より密接な連携,-2.2092178242978897,0.7907821757021103,0.5491966779237746,3.5491966779237747,0.3430202119088146,3.3430202119088146,-0.8513471858278382,2.148652814172162,2.1320821178125637,5.132082117812564,-1.0904995136125413,1.9095004863874587,-0.7123959439622882,2.2876040560377118,1.5169304783006692,4.516930478300669,-0.5905005293820109,1.909499470617989,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-0.22441433155683418,2.2755856684431657
R0024,営業部,主任・係長,1-3年,上級,月1回程度,PC・機器設定,11回以上,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,システム安定性,研修・講習会,より自立的な利用,-0.9634429309252729,2.036557069074727,-0.617264934386998,2.382735065613002,0.3430202119088146,3.3430202119088146,-0.8513471858278382,2.148652814172162,0.2296160711906331,3.229616071190633,0.0,3.0,0.22983294062166787,3.2298329406216677,0.43687597775059284,3.436875977750593,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,-0.22441433155683418,2.2755856684431657
R0025,営業部,課長・部長,1-3年,初心者,年数回,"新システム導入支援,システム障害対応",6-10回,2.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,説明方法,"リモート支援,FAQ充実",より密接な連携,-0.9634429309252729,2.036557069074727,-0.617264934386998,2.382735065613002,1.3141562839322116,4.314156283932212,0.974433525947526,3.974433525947526,0.2296160711906331,3.229616071190633,1.0904995136125413,4.090499513612541,0.22983294062166787,3.2298329406216677,-0.6431785227994836,2.3568214772005165,0.8298926358882318,3.329892635888232,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,0.9504606983583578,3.450460698358358
R0026,管理部,一般職,5-10年,専門的,ほぼ毎日,ヘルプデスク,11回以上,3.0,2.0,5.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,2.0,4.0,システム安定性,"リモート支援,セルフサービス機能",より自立的な利用,0.28233196244734393,3.282331962447344,-0.617264934386998,2.382735065613002,1.3141562839322116,4.314156283932212,-0.8513471858278382,2.148652814172162,-0.7216169521203323,2.2783830478796676,0.0,3.0,1.1720618252056239,4.172061825205624,0.43687597775059284,3.436875977750593,-0.5905005293820109,1.909499470617989,-1.5663021342385979,0.9336978657614021,-1.6060139840359067,0.8939860159640933,0.9504606983583578,3.450460698358358
R0027,管理部,一般職,10年以上,上級,週2-3回,PC・機器設定,11回以上,3.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,技術力向上,セルフサービス機能,より密接な連携,0.28233196244734393,3.282331962447344,2.8821199025453197,5.88211990254532,-1.5992519321379797,1.4007480678620203,0.06154317005984389,3.061543170059844,-0.7216169521203323,2.2783830478796676,0.0,3.0,0.22983294062166787,3.2298329406216677,-0.6431785227994836,2.3568214772005165,0.8298926358882318,3.329892635888232,1.8337195717915291,4.333719571791529,0.901621885774544,3.401621885774544,0.9504606983583578,3.450460698358358
R0028,製造部,主任・係長,1年未満,専門的,週2-3回,"セキュリティ関連,システム障害対応",11回以上,3.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,1.0,4.0,2.0,対応スピード,"FAQ充実,セルフサービス機能",より密接な連携,0.28233196244734393,3.282331962447344,0.5491966779237746,3.5491966779237747,-0.6281158601145825,2.3718841398854176,0.974433525947526,3.974433525947526,1.1808490945015984,4.180849094501598,-1.0904995136125413,1.9095004863874587,1.1720618252056239,4.172061825205624,-0.6431785227994836,2.3568214772005165,0.8298926358882318,3.329892635888232,-1.5663021342385979,0.9336978657614021,0.901621885774544,3.401621885774544,-1.3992893614720263,1.1007106385279737
R0029,人事部,課長・部長,1年未満,中級,ほぼ毎日,"セキュリティ関連,ネットワーク関連,システム障害対応",6-10回,3.0,2.5161290322580645,2.0,4.0,2.0,4.0,5.0,3.0,1.0,2.0,4.0,4.0,技術力向上,"研修・講習会,FAQ充実",より自立的な利用,0.28233196244734393,3.282331962447344,-0.01522023125885736,2.984779768741143,-1.5992519321379797,1.4007480678620203,0.974433525947526,3.974433525947526,-0.7216169521203323,2.2783830478796676,1.0904995136125413,4.090499513612541,1.1720618252056239,4.172061825205624,0.43687597775059284,3.436875977750593,-2.0108936946522538,0.48910630534774624,0.13370871877646562,2.6337087187764654,0.901621885774544,3.401621885774544,0.9504606983583578,3.450460698358358
